index,txn_type,from,to,date,eth,punk_id,type_str,USD
1006,Sold,0x1cbb87,0x10e2cf,2021-08-05,100.0,616,Female,282881.408026
1007,Sold,0xd94be5,0x1cbb87,2021-07-31,51.5,616,Female,130261.58268772501
1008,Sold,beautifu…,0xd94be5,2021-07-09,39.8,616,Female,85456.70695538199
1009,Transfer,beautifu…,0x6500c0,2021-05-10,0.0,616,Female,0.0
1010,Sold,0x4eb676,beautifu…,2021-03-26,108.0,616,Female,183478.85083044
1011,Sold,0x09d408,0x4eb676,2021-03-05,99.99,616,Female,152841.8571427143
1012,Sold,0xc352b5,0x09d408,2021-01-28,11.0,616,Female,14654.02717482
1013,Sold,0x8eb5fb,0xe16df6,2021-07-30,59.9,617,Male,147490.163059705
1014,Sold,0xfeeb2d,0x8eb5fb,2021-04-14,63.5,617,Male,154359.67206426497
1015,Transfer,0xc352b5,0xfeeb2d,2021-04-12,0.0,617,Male,0.0
1016,Sold,0xd7047c,0x285ce8,2021-09-04,97.25,618,Female,378049.12200641003
1017,Sold,0x1919db,0xd7047c,2021-09-03,93.25,618,Female,367214.4281893275
1018,Sold,0x4c02b8,0x1919db,2021-08-31,100.0,618,Female,343174.177481
1019,Sold,0x55e149,0x4c02b8,2021-08-29,133.99,618,Female,432133.1618714745
1020,Sold,0xf75fcd,0x55e149,2021-08-29,120.0,618,Female,387013.802706
1021,Sold,Pranksy,0xf75fcd,2021-02-24,24.99,618,Female,40629.663818625
1022,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,618,Female,0.0
1023,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,619,Male,0.0
1024,Sold,0x9891e7,0x471ccd,2021-08-12,47.0,620,Female,143122.37242611
1025,Sold,0x2c4958,0x9891e7,2021-08-06,50.0,620,Female,144630.586884
1026,Transfer,0xd17f09,0x2c4958,2021-06-09,0.0,620,Female,0.0
1027,Transfer,0x9852f8,0xd17f09,2021-05-15,0.0,620,Female,0.0
1028,Transfer,0x9852f8,0x62223c,2021-04-18,0.0,620,Female,0.0
1029,Sold,0x983ace,0x9852f8,2021-04-13,24.99,620,Female,57562.90896466319
1030,Sold,chomper.…,0x983ace,2021-04-11,22.0,620,Female,47288.64770146
1031,Sold,laz.eth,chomper.…,2021-04-08,20.0,620,Female,41557.83876499999
1032,Sold,Pranksy,laz.eth,2021-03-27,19.99,620,Female,34227.1942671873
1033,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,620,Female,0.0
1034,Sold,cryptopu…,0x28c695,2021-08-28,119.9,622,Male,389320.656275914
1035,Sold,alpengei…,cryptopu…,2021-08-02,44.11,622,Male,115049.6252008521
1036,Sold,0x65ba4f,alpengei…,2021-08-01,41.5,622,Male,106102.17246424001
1037,Sold,0xfeeb2d,0x65ba4f,2021-04-15,31.9,622,Male,80347.972566169
1038,Transfer,0xc352b5,0xfeeb2d,2021-04-12,0.0,622,Male,0.0
1039,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,623,Male,0.0
1040,Transfer,0xc352b5,0x4d8e16,2021-03-19,0.0,624,Male,0.0
1041,Sold,scalynel…,pablopun…,2021-04-27,130.0,627,Male,346964.1567327
1042,Transfer,scalynel…,scalynel…,2021-01-13,0.0,627,Male,0.0
1043,Transfer,0xb2e609,,2021-09-24,0.0,628,Female,0.0
1044,Transfer,0xb2e609,,2021-09-24,0.0,628,Female,0.0
1045,Sold,0xfd71c1,0xb2e609,2021-09-24,109.88,628,Female,321988.70260280836
1046,Transfer,0xef3f3e,0xfd71c1,2021-09-14,0.0,628,Female,0.0
1047,Sold,0x4e3eb7,0xef3f3e,2021-08-29,129.0,628,Female,416039.83790895
1048,Sold,Pranksy,0x4e3eb7,2021-03-17,29.99,628,Female,54706.2781422504
1049,Sold,0xc352b5,Pranksy,2021-02-09,12.0,628,Female,21265.5770724
1050,Transfer,0x2cbee4,kaigani.…,2021-03-07,0.0,630,Male,0.0
1051,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,630,Male,0.0
1052,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,630,Male,0.0
1053,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,631,Female,0.0
1054,Sold,confused…,0xaab694,2021-08-09,50.0,632,Male,158151.929521
1055,Sold,0xcfd9cc,confused…,2021-08-04,34.5,632,Male,93995.88446810999
1056,Transfer,0x2cbee4,0xcfd9cc,2021-03-06,0.0,632,Male,0.0
1057,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,632,Male,0.0
1058,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,632,Male,0.0
1059,Transfer,0x2cbee4,0xa0efdc,2021-03-06,0.0,634,Male,0.0
1060,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,634,Male,0.0
1061,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,634,Male,0.0
1062,Transfer,0xc352b5,alien635…,2021-06-09,0.0,635,Alien,0.0
1063,Sold,0xb53287,0xaea57c,2021-08-28,150.0,636,Male,487056.700929
1064,Sold,obvio.et…,0xb53287,2021-08-17,55.0,636,Male,165687.6952929
1065,Sold,0xe25afa,obvio.et…,2021-08-01,50.0,636,Male,127833.94272800001
1066,Sold,0x33b17a,2yeah.et…,2021-07-31,180.0,638,Male,455283.201627
1067,Sold,0x50dd57,0x33b17a,2021-04-10,130.0,638,Male,277933.81421
1068,Transfer,0xb1adce,0x50dd57,2021-03-16,0.0,638,Male,0.0
1069,Sold,TweetyPi…,0xb1adce,2021-02-08,20.0,638,Male,35078.617366
1070,Sold,0xc352b5,TweetyPi…,2021-02-08,18.0,638,Male,31570.7556294
1071,Sold,0xc72aed,sriramk.…,2021-08-28,148.0,639,Male,480562.61158328
1072,Transfer,0x269616,0xc72aed,2021-08-19,0.0,639,Male,0.0
1073,Sold,0xaf93fc,0x269616,2021-07-30,0.0,639,Male,0.0
1074,Transfer,fatloott…,0x4a9732,2021-07-07,0.0,639,Male,0.0
1075,Transfer,ryley-o.…,0x19a1be,2021-06-28,0.0,639,Male,0.0
1076,Sold,0x38977b,ryley-o.…,2021-06-28,15.5,639,Male,32280.019656459997
1077,Transfer,markydao…,0x2fc861,2021-05-29,0.0,639,Male,0.0
1078,Transfer,0xa9cdf0,0x846416,2021-05-03,0.0,639,Male,0.0
1079,Sold,0x3e1e5d,0x4dea06,2021-04-09,20.5,639,Male,42365.286765405006
1080,Sold,0x494508,0x3e1e5d,2021-04-08,20.0,639,Male,41557.83876499999
1081,Transfer,0x494508,0x38b8d1,2021-04-08,0.0,639,Male,0.0
1082,Sold,0xdde0b7,0x494508,2021-04-07,14.5,639,Male,28420.0
1083,Sold,0x7d9e9a,0xdde0b7,2021-04-04,15.0,639,Male,31149.8210949
1084,Sold,0x380236,0x7d9e9a,2021-04-03,17.0,639,Male,34200.03449007
1085,Sold,0x9747d4,0x380236,2021-04-03,15.5,639,Male,31182.384388005
1086,Transfer,wookie.e…,0x47bab6,2021-03-20,0.0,639,Male,0.0
1087,Sold,daddykal…,wookie.e…,2021-03-20,20.99,639,Male,37886.58023785109
1088,Sold,keyboard…,daddykal…,2021-03-18,21.0,639,Male,37294.45437081
1089,Transfer,0x2cbee4,keyboard…,2021-03-06,0.0,639,Male,0.0
1090,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,639,Male,0.0
1091,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,639,Male,0.0
1092,Transfer,sov,sov.eth,2021-04-25,0.0,641,Female,0.0
1093,Sold,0x387af9,Pranksy,2021-08-05,88.88,642,Female,251424.9954535088
1094,Sold,daddykal…,0x387af9,2021-07-27,42.0,642,Female,96746.45701854
1095,Sold,0x08c880,daddykal…,2021-07-27,42.0,642,Female,96746.45701854
1096,Sold,0xfeeb2d,0x08c880,2021-04-13,49.2,642,Female,113329.136497056
1097,Transfer,0xc352b5,0xfeeb2d,2021-04-12,0.0,642,Female,0.0
1098,Sold,0x25f9e2,0x1fdf89,2021-08-27,99.0,643,Male,324326.76823404
1099,Sold,0xaee2ae,0x25f9e2,2021-08-22,52.98,643,Male,171661.2282646644
1100,Sold,0xa49aee,0xaee2ae,2021-08-07,54.55,643,Male,172571.671579408
1101,Sold,0xc3ee90,0xa49aee,2021-08-05,42.69,643,Male,120762.0730862994
1102,Transfer,0x2cbee4,0xc3ee90,2021-03-06,0.0,643,Male,0.0
1103,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,643,Male,0.0
1104,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,643,Male,0.0
1105,Transfer,0x2cbee4,blockmer…,2021-03-07,0.0,644,Male,0.0
1106,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,644,Male,0.0
1107,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,644,Male,0.0
1108,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,645,Male,0.0
1109,Transfer,0xc352b5,0x4d8e16,2021-03-19,0.0,646,Female,0.0
1110,Transfer,wolverin…,ethereum…,2021-08-04,0.0,648,Male,0.0
1111,Sold,runhot99…,wolverin…,2021-08-04,80.0,648,Male,217961.47123039997
1112,Sold,0x0e9aed,runhot99…,2021-07-30,44.99,648,Male,110777.67005102051
1113,Sold,0xfeeb2d,0x0e9aed,2021-04-13,37.6,648,Male,86609.258786368
1114,Transfer,0xc352b5,0xfeeb2d,2021-04-12,0.0,648,Male,0.0
1115,Sold,0x0a846c,0x507bd0,2021-08-31,149.99,650,Male,514726.94880375196
1116,Sold,0xfeeb2d,0x0a846c,2021-08-28,115.0,650,Male,373410.1373789
1117,Transfer,0xc352b5,0xfeeb2d,2021-04-21,0.0,650,Male,0.0
1118,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,655,Male,0.0
1119,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,656,Male,0.0
1120,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,657,Male,0.0
1121,Sold,0xec46dd,0x808450,2021-09-02,100.0,660,Female,378769.967269
1122,Sold,0xc45532,0xec46dd,2021-08-24,79.5,660,Female,252283.17149482502
1123,Sold,0x030098,0xc45532,2021-08-23,72.95,660,Female,242346.04828727798
1124,Sold,Pranksy,0x030098,2021-03-02,26.69,660,Female,39745.4617976902
1125,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,660,Female,0.0
1126,Sold,0x1f52dc,0xa8d04c,2021-06-21,15.75,661,Male,29741.64987528
1127,Transfer,0x05467e,0x1f52dc,2021-05-23,0.0,661,Male,0.0
1128,Sold,0xba1994,0x05467e,2021-05-04,45.0,661,Male,145942.45415955
1129,Sold,ykm.eth,0xba1994,2021-04-17,36.0,661,Male,83459.37599999999
1130,Transfer,0x2cbee4,ykm.eth,2021-03-07,0.0,661,Male,0.0
1131,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,661,Male,0.0
1132,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,661,Male,0.0
1133,Sold,Pranksy,0x9acbb5,2021-03-12,23.99,668,Female,42447.612244849
1134,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,668,Female,0.0
1135,Sold,0xaf93fc,0x269616,2021-07-30,0.0,669,Female,0.0
1136,Transfer,0xe85740,0x7cd45f,2021-05-03,0.0,669,Female,0.0
1137,Sold,chifoomi,0xe85740,2021-05-03,24.69,669,Female,84747.3273011175
1138,Sold,alphab.e…,chifoomi,2021-03-04,22.45,669,Female,34485.805990836496
1139,Sold,Pranksy,alphab.e…,2021-02-21,17.99,669,Female,34803.7742390905
1140,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,669,Female,0.0
1141,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,673,Male,0.0
1142,Transfer,0xde0701,0xfe61b0,2021-03-22,0.0,674,Male,0.0
1143,Transfer,0x2cbee4,0xde0701,2021-03-06,0.0,674,Male,0.0
1144,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,674,Male,0.0
1145,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,674,Male,0.0
1146,Sold,Pranksy,0x2b0386,2021-02-20,14.99,675,Female,28787.087988860898
1147,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,675,Female,0.0
1148,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,676,Male,0.0
1149,Sold,0x1a4d11,0x68d4a6,2021-03-14,21.69,678,Male,40115.86208332291
1150,Sold,0x3dee68,0x1a4d11,2021-03-14,19.5,678,Male,36065.436174495
1151,Transfer,0x2cbee4,0x3dee68,2021-03-07,0.0,678,Male,0.0
1152,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,678,Male,0.0
1153,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,678,Male,0.0
1154,Sold,0xaf93fc,0x269616,2021-07-30,0.0,680,Male,0.0
1155,Transfer,0x911c4b,0xa42964,2021-05-04,0.0,680,Male,0.0
1156,Transfer,0x559ff3,0xfbd672,2021-05-04,0.0,680,Male,0.0
1157,Transfer,heygaret…,0x5a20c4,2021-05-03,0.0,680,Male,0.0
1158,Transfer,Deeze,heygaret…,2021-05-03,0.0,680,Male,0.0
1159,Sold,0x3f13f5,Deeze,2021-05-03,23.4,680,Male,80319.45965355
1160,Transfer,0x2cbee4,0x3f13f5,2021-03-06,0.0,680,Male,0.0
1161,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,680,Male,0.0
1162,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,680,Male,0.0
1163,Sold,heeee.et…,0x4db1dd,2021-03-20,23.99,682,Female,43301.52738952109
1164,Sold,0x86af6e,heeee.et…,2021-03-04,23.88,682,Female,36682.451984907595
1165,Sold,0x84c920,0x86af6e,2021-02-28,24.0,682,Female,34003.93201992
1166,Sold,Pranksy,0x84c920,2021-02-23,29.99,682,Female,47205.083917669195
1167,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,682,Female,0.0
1168,Transfer,0xc352b5,0xfeeb2d,2021-04-21,0.0,684,Female,0.0
1169,Transfer,0x302218,0x7c4382,2021-03-16,0.0,685,Male,0.0
1170,Sold,0xb34860,0x302218,2021-03-16,26.0,685,Male,46953.40151502
1171,Transfer,0x2cbee4,0xb34860,2021-03-07,0.0,685,Male,0.0
1172,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,685,Male,0.0
1173,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,685,Male,0.0
1174,Sold,daddykal…,0xd2b8c7,2021-08-19,105.0,686,Male,334419.5798685
1175,Sold,0x422fac,daddykal…,2021-07-26,77.77,686,Male,173526.28579165108
1176,Transfer,0x67e095,0x2afad8,2021-02-23,0.0,686,Male,0.0
1177,Sold,0xc352b5,0x67e095,2021-02-21,45.0,686,Male,87057.80104275
1178,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,687,Male,0.0
1179,Transfer,0xcfd9cc,0x762ec7,2021-08-14,0.0,690,Male,0.0
1180,Transfer,0x2cbee4,0xcfd9cc,2021-03-06,0.0,690,Male,0.0
1181,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,690,Male,0.0
1182,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,690,Male,0.0
1183,Transfer,0x1b1077,0xb666c5,2021-03-07,0.0,692,Male,0.0
1184,Transfer,0x2cbee4,0x1b1077,2021-03-07,0.0,692,Male,0.0
1185,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,692,Male,0.0
1186,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,692,Male,0.0
1187,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,693,Male,0.0
1188,Transfer,bull.eth,0x1288e3,2021-08-23,0.0,694,Male,0.0
1189,Transfer,0x2cbee4,bull.eth,2021-03-07,0.0,694,Male,0.0
1190,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,694,Male,0.0
1191,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,694,Male,0.0
1192,Transfer,0xc352b5,0x4d8e16,2021-03-19,0.0,696,Female,0.0
1193,Sold,sunfire.…,0xbb67d2,2021-08-20,220.0,698,Male,722992.6088264
1194,Sold,0xdc25e8,sunfire.…,2021-07-31,109.99,698,Male,278203.32970529847
1195,Transfer,0x78b58e,0xdc25e8,2021-06-02,0.0,698,Male,0.0
1196,Sold,0xfeeb2d,0x78b58e,2021-04-15,62.5,698,Male,157421.576344375
1197,Transfer,0xc352b5,0xfeeb2d,2021-04-12,0.0,698,Male,0.0
1198,Transfer,0xe34bde,0xfd9065,2021-02-04,0.0,700,Male,0.0
1199,Transfer,0xc352b5,0xe34bde,2021-02-04,0.0,700,Male,0.0
1200,Transfer,0x2cbee4,0xf1e1c7,2021-03-07,0.0,701,Male,0.0
1201,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,701,Male,0.0
1202,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,701,Male,0.0
1203,Sold,0xcb58b8,0xf605c6,2021-08-27,88.88,702,Male,291173.3652590048
1204,Sold,0x62bdc6,0xcb58b8,2021-08-20,48.69,702,Male,160011.4096534428
1205,Transfer,cryptoke…,0x147027,2021-08-19,0.0,702,Male,0.0
1206,Sold,thomasje…,cryptoke…,2021-08-12,46.69,702,Male,142178.3737994697
1207,Sold,adamyid.…,thomasje…,2021-08-06,50.69,702,Male,146626.48898299917
1208,Sold,0x62bdc6,adamyid.…,2021-04-18,19.75,702,Male,44005.328670755
1209,Sold,0x4dea06,0x9747d4,2021-04-18,21.0,702,Male,46790.47605498
1210,Transfer,sexpunks…,0xbea00d,2021-03-09,0.0,702,Male,0.0
1211,Transfer,wookie.e…,sexpunks…,2021-03-09,0.0,702,Male,0.0
1212,Sold,0x84c920,wookie.e…,2021-03-09,15.0,702,Male,28071.4285713
1213,Sold,0x86af6e,0x84c920,2021-03-07,17.78,702,Male,30702.6296589054
1214,Sold,0x609630,0x86af6e,2021-03-07,17.0,702,Male,29355.72014631
1215,Transfer,0x2cbee4,0x609630,2021-03-06,0.0,702,Male,0.0
1216,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,702,Male,0.0
1217,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,702,Male,0.0
1218,Sold,0x1d337f,0x319d21,2021-08-26,107.0,703,Male,331036.94759592
1219,Transfer,0xb166dd,0x1d337f,2021-03-24,0.0,703,Male,0.0
1220,Sold,0x338fd1,0xb166dd,2021-03-11,19.99,703,Male,36450.342668721394
1221,Transfer,0x2cbee4,0x338fd1,2021-03-06,0.0,703,Male,0.0
1222,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,703,Male,0.0
1223,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,703,Male,0.0
1224,Sold,0xf7f7d7,0x1d3db4,2021-08-23,68.0,704,Male,225901.73109711998
1225,Sold,0xf22d00,0xf7f7d7,2021-08-03,43.0,704,Male,107851.03450115
1226,Sold,0xcfd9cc,0xf22d00,2021-08-02,41.0,704,Male,106937.98760451
1227,Transfer,0x2cbee4,0xcfd9cc,2021-03-06,0.0,704,Male,0.0
1228,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,704,Male,0.0
1229,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,704,Male,0.0
1230,Transfer,0xc352b5,0x4d8e16,2021-03-19,0.0,705,Male,0.0
1231,Transfer,0x0601d0,0x31a5ff,2021-08-07,0.0,706,Female,0.0
1232,Sold,0xc352b5,NullAddress,2021-10-03,160.0,707,Female,547080.0145712
1233,Transfer,0xc352b5,0x4d8e16,2021-03-19,0.0,708,Female,0.0
1234,Sold,jckbtchr…,0xf77813,2021-08-28,127.0,709,Male,412374.67345322
1235,Sold,swang.et…,jckbtchr…,2021-08-27,100.0,709,Male,327602.796196
1236,Sold,sartoshi…,swang.et…,2021-06-16,15.4,709,Male,36466.416883204
1237,Sold,beautifu…,sartoshi…,2021-06-02,14.69,709,Male,39780.52
1238,Transfer,beautifu…,0x6500c0,2021-05-10,0.0,709,Male,0.0
1239,Sold,wookie.e…,beautifu…,2021-04-13,24.0,709,Male,55282.505608319996
1240,Transfer,wookie.e…,0x47bab6,2021-03-20,0.0,709,Male,0.0
1241,Sold,0x810ccb,wookie.e…,2021-03-20,20.25,709,Male,36550.8932737725
1242,Transfer,0x4e7b8d,0x810ccb,2021-03-07,0.0,709,Male,0.0
1243,Transfer,0x2cbee4,0x4e7b8d,2021-03-06,0.0,709,Male,0.0
1244,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,709,Male,0.0
1245,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,709,Male,0.0
1246,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,710,Male,0.0
1247,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,711,Male,0.0
1248,Sold,guyzalax…,0xed345b,2021-09-01,120.0,713,Male,459856.25320080004
1249,Sold,0xf3016b,guyzalax…,2021-08-28,133.0,713,Male,431856.94149038
1250,Sold,0xfeeb2d,0xf3016b,2021-08-23,80.0,713,Male,265766.7424672
1251,Transfer,0xc352b5,0xfeeb2d,2021-04-21,0.0,713,Male,0.0
1252,Transfer,0xc352b5,0x4d8e16,2021-03-19,0.0,714,Female,0.0
1253,Transfer,0xba19ba,0x73d64b,2021-08-12,0.0,715,Male,0.0
1254,Transfer,0x269616,0xba19ba,2021-08-07,0.0,715,Male,0.0
1255,Sold,0xaf93fc,0x269616,2021-08-02,0.0,715,Male,0.0
1256,Transfer,ryley-o.…,0x19a1be,2021-07-31,0.0,715,Male,0.0
1257,Sold,fth.eth,ryley-o.…,2021-07-31,29.9,715,Male,75627.59849248499
1258,Sold,0x62bdc6,fth.eth,2021-07-31,27.5,715,Male,69557.155804125
1259,Transfer,cryptoke…,0x147027,2021-06-14,0.0,715,Male,0.0
1260,Transfer,0x2cbee4,cryptoke…,2021-03-06,0.0,715,Male,0.0
1261,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,715,Male,0.0
1262,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,715,Male,0.0
1263,Sold,0x1919db,0x561786,2021-07-21,21.2,717,Female,42306.762779268
1264,Sold,ryley-o.…,0x1919db,2021-07-19,19.8,717,Female,35965.440245592
1265,Transfer,0x269616,ryley-o.…,2021-07-19,0.0,717,Female,0.0
1266,Sold,0x7962e7,0x269616,2021-07-16,0.0,717,Female,0.0
1267,Sold,0xa65d2a,0x7962e7,2021-05-30,27.5,717,Female,65493.483881374996
1268,Sold,Zonked,0xa65d2a,2021-04-05,15.99,717,Female,33667.8111199365
1269,Sold,Pranksy,Zonked,2021-03-31,16.0,717,Female,30599.75463984
1270,Transfer,Pranksy,0x776758,2021-03-30,0.0,717,Female,0.0
1271,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,717,Female,0.0
1272,Transfer,Snowfro,0x2cc123,2021-07-31,0.0,719,Female,0.0
1273,Transfer,0x2cbee4,0xchef.e…,2021-03-07,0.0,720,Male,0.0
1274,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,720,Male,0.0
1275,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,720,Male,0.0
1276,Sold,0xc352b5,dafky200…,2021-03-01,40.0,721,Female,62870.80523
1277,Transfer,givethta…,0x9b31fe,2021-07-29,0.0,723,Male,0.0
1278,Transfer,0x2cbee4,givethta…,2021-03-07,0.0,723,Male,0.0
1279,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,723,Male,0.0
1280,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,723,Male,0.0
1281,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,725,Male,0.0
1282,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,727,Female,0.0
1283,Transfer,0x650dcd,0xa5f05c,2021-08-28,0.0,729,Female,0.0
1284,Transfer,0x24e267,0x650dcd,2021-08-28,0.0,729,Female,0.0
1285,Transfer,0x650dcd,0x24e267,2021-08-07,0.0,729,Female,0.0
1286,Sold,0xdc220d,0x650dcd,2021-07-30,25.0,729,Female,61556.829323750004
1287,Sold,0x51636d,0xdc220d,2021-07-14,23.0,729,Female,45880.156843540004
1288,Sold,Pranksy,0x51636d,2021-03-11,26.99,729,Female,49214.344603741396
1289,Transfer,0xc352b5,Pranksy,2021-02-18,0.0,729,Female,0.0
1290,Sold,0xef784c,0xcb4de7,2021-05-02,24.5,730,Male,72335.66751690999
1291,Sold,0x0f086d,0xef784c,2021-03-12,22.0,730,Male,38926.530612200004
1292,Transfer,0x2cbee4,0x0f086d,2021-03-07,0.0,730,Male,0.0
1293,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,730,Male,0.0
1294,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,730,Male,0.0
1295,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,731,Male,0.0
1296,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,733,Female,0.0
1297,Transfer,0xb3e735,0x730fde,2021-08-08,0.0,734,Male,0.0
1298,Transfer,0x2cbee4,0xb3e735,2021-03-07,0.0,734,Male,0.0
1299,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,734,Male,0.0
1300,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,734,Male,0.0
1301,Sold,0x0e9aed,0x88d357,2021-08-23,134.99,735,Male,448448.1570705916
1302,Sold,0xfeeb2d,0x0e9aed,2021-04-13,49.9,735,Male,114941.542910632
1303,Transfer,0xc352b5,0xfeeb2d,2021-04-12,0.0,735,Male,0.0
1304,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,737,Female,0.0
1305,Transfer,0xc352b5,0xfeeb2d,2021-04-21,0.0,738,Male,0.0
1306,Transfer,0x214bc6,0xfabae3,2021-05-09,0.0,740,Male,0.0
1307,Transfer,0x2cbee4,0x214bc6,2021-03-07,0.0,740,Male,0.0
1308,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,740,Male,0.0
1309,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,740,Male,0.0
1310,Transfer,jmg,0xb813c6,2021-03-17,0.0,741,Male,0.0
1311,Sold,0xaf93fc,0x269616,2021-07-30,0.0,743,Male,0.0
1312,Transfer,0x911c4b,0xa42964,2021-05-04,0.0,743,Male,0.0
1313,Transfer,brazy.et…,0x579247,2021-05-03,0.0,743,Male,0.0
1314,Transfer,0x0e9aed,0xe75330,2021-04-29,0.0,743,Male,0.0
1315,Sold,0x516358,0x0e9aed,2021-04-29,20.21,743,Male,55747.075925740006
1316,Transfer,0xd7227a,0x91873c,2021-03-23,0.0,743,Male,0.0
1317,Sold,0xd446a6,0xd7227a,2021-03-23,15.0,743,Male,25106.95985175
1318,Transfer,0x939183,0xd446a6,2021-03-21,0.0,743,Male,0.0
1319,Sold,0xca63cd,0x939183,2021-03-20,21.0,743,Male,37904.63006169
1320,Sold,0xfc2a61,0xca63cd,2021-03-12,21.0,743,Male,37157.1428571
1321,Transfer,0xb1adce,0xfc2a61,2021-03-11,0.0,743,Male,0.0
1322,Transfer,0x2cbee4,0xb1adce,2021-03-07,0.0,743,Male,0.0
1323,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,743,Male,0.0
1324,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,743,Male,0.0
1325,Transfer,0x68a7ac,0xb88f61,2021-02-23,0.0,744,Female,0.0
1326,Sold,0xc352b5,0x68a7ac,2021-02-19,69.0,744,Female,135067.5
1327,Transfer,0x2cbee4,0x0199f4,2021-03-06,0.0,745,Male,0.0
1328,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,745,Male,0.0
1329,Transfer,0xc352b5,0x35388c,2021-02-04,0.0,745,Male,0.0
1330,Transfer,0xc352b5,0xb88f61,2021-02-05,0.0,747,Male,0.0
1331,Transfer,0x2cbee4,Cyrus,2021-03-07,0.0,748,Male,0.0
1332,Transfer,0x35388c,0x2cbee4,2021-03-04,0.0,748,Male,0.0
